"","mun","uf","crivo1","crivo2","sexo","idade","fx.idade","esc","sit","pea","satdem","jg1","jg3","jg4","fechacn","gc1","gc2","gc5","gc6","gc7","gc8","gc11","gc18","avalcn","problemabr","avallula","avalbolsonaro","avalmoro","avaldino","avalciro","avaldoria","avalhaddad","militargov","info1","voto18","ed","partsimp","partsimp2","partsimpn","partisimpn2","avalgov","cara1","cara2","cara3","cara4","cara5","cara6","cara7","cara8","classe8","classe8a","classe3m","classe3m_a","classe1","rcor","relig","fx.renda","reg"
"234","-São Paulo ","São Paulo "," - Sim ","- Não ","Masculino",25," – 25 a 34 anos"," - Pós-graduação ou mais"," - Empregado assalariado com registro em carteira","PEA"," - Satisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia muito"," - Não confia"," - Não confia"," - Não confia"," - Confia pouco"," - Não confia"," - Confia pouco"," - Não confia"," - Péssimo"," - Os políticos ","7","Não gosta de jeito nenhum","Não gosta de jeito nenhum","3","7","8","7"," - Não","-Twitter"," – Fernando Haddad"," - 1 [esquerda] "," - Não",NA,"Sim "," - PSL "," - Péssimo"," deveria sofrer um impeachment","-Sim "," - É normal que ocorram em uma democracia","Concorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos",". Saindo de casa só quando é inevitável","Concorda muito","Mudaram de classe social","- Média baixa","- Permaneceram na mesma classe","- Média média","- Média alta"," - Pardo","- NR",". De R$ 3136,00 a R$ 5225,00 (+ de 3SM até 5 SM) ","Sudeste"
"235","-Brasília ","Distrito Federal "," - Sim ","- Não ","Feminino",42," – 35 a 44 anos"," - Ginásio completo (8ª série do ensino fundamental)"," - Autônomo / conta própria","PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Não confia"," - Não confia"," - Confia mais ou menos"," - Confia mais ou menos"," - Não confia"," - Confia mais ou menos"," - Confia pouco"," - Confia mais ou menos"," - Regular "," - Desemprego/falta de emprego ","Não gosta de jeito nenhum","8","5","NS","3","NS","NS","Sim","-Facebook"," – Não compareceu/JUSTIFICOU"," - 5","Sim "," - PSL ","Sim "," - PT "," - Regular","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR","-Não"," - É normal que ocorram em uma democracia","Concorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - do governo federal"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades"," - Discorda pouco","- Permaneceram na mesma classe","- Média baixa","- Permaneceram na mesma classe","- Média baixa","- Média baixa"," - Pardo"," - Evangélica ","Até R$ 1045,00 (até 1 SM) ","Centro-Oeste"
"236","-São Gonçalo ","Rio de Janeiro "," - Sim ","- Não ","Feminino",29," – 25 a 34 anos"," - Colegial completo (3ª série do ensino médio)"," - Autônomo / conta própria","PEA"," - Insatisfeito","Seria justificado que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Não confia"," - Confia mais ou menos"," - Confia muito"," - Não confia"," - Não confia"," - Não confia"," - Confia muito"," - Péssimo"," - Desemprego/falta de emprego ","Não gosta de jeito nenhum","5","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Gosta muito","5","Não gosta de jeito nenhum"," - Não","-Twitter"," – Nulo "," - 1 [esquerda] "," - Não",NA,"Sim "," - PT "," - Ruim"," deveria sofrer um impeachment","-Não"," - É normal que ocorram em uma democracia","Concorda muito",". O SUS tem se saído mal no enfrentamento da pandemia e sua continuidade  deveria ser discutida"," - de governadores e prefeitos",". Saindo de casa só quando é inevitável","Concorda muito","Mudaram de classe social","- Baixa","Mudaram de classe social","- Média baixa","- Mais baixa"," - Pardo"," – NS","Até R$ 1045,00 (até 1 SM) ","Sudeste"
"237","-Rio de Janeiro ","Rio de Janeiro "," - Sim ","- Não ","Masculino",40," – 35 a 44 anos"," - Colegial completo (3ª série do ensino médio)"," - Autônomo / conta própria","PEA"," - Satisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia muito"," - Não confia"," - Confia muito"," - Não confia"," - Confia muito"," - Não confia"," - Confia mais ou menos"," - Confia mais ou menos"," - Ruim"," - Corrupção ","7","4","5","4","6","6","6"," - Não","-Noticiário da TV "," – Nulo "," - 5"," - Não",NA," - Não",NA," - Ruim","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR","-Não"," - É normal que ocorram em uma democracia"," - Discorda pouco","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades"," - Concorda pouco","- Permaneceram na mesma classe","- Média média","- Permaneceram na mesma classe","- Média média","- Média média"," - Pardo"," - Católica ",". De R$ 3136,00 a R$ 5225,00 (+ de 3SM até 5 SM) ","Sudeste"
"238","-Rio de Janeiro ","Rio de Janeiro "," - Sim ","- Não ","Feminino",34," – 25 a 34 anos"," - Colegial completo (3ª série do ensino médio)"," - Autônomo / conta própria","PEA"," - Satisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia muito"," - Não confia"," - Não confia"," - Confia muito"," - Não confia"," - Não confia"," - Confia mais ou menos"," - Confia mais ou menos"," - Ruim"," - Corrupção ","7","3","4","3","7","3","6"," - Não","-Twitter"," – Fernando Haddad"," - 8 "," - Não",NA," - Não",NA," - Péssimo"," deveria sofrer um impeachment","-Não"," - É normal que ocorram em uma democracia"," - Concorda pouco",". O SUS tem se saído mal no enfrentamento da pandemia e sua continuidade  deveria ser discutida"," - de governadores e prefeitos"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades"," - Concorda pouco","- Permaneceram na mesma classe","- Média média","- Permaneceram na mesma classe","- Média média","- Média média"," - Pardo"," - Católica ",". De R$ 2091,00 a R$ 3135,00 (+ de 2SM até 3 SM) ","Sudeste"
"239","-Rio de Janeiro ","Rio de Janeiro "," - Sim ","- Não ","Feminino",34," – 25 a 34 anos"," - Colegial completo (3ª série do ensino médio)"," - Autônomo / conta própria","PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia pouco"," - Não confia"," - Não confia"," - Não confia"," - Não confia"," - Não confia"," - Não confia"," - Confia mais ou menos"," - Ruim"," - Mau governo ","7","3","5","4","6","5","6"," - Não","-Noticiário da TV "," – Fernando Haddad"," - 8 "," - Não",NA," - Não",NA," - Péssimo"," deveria sofrer um impeachment","-Não"," - É normal que ocorram em uma democracia","Concorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades"," - Concorda pouco","- Permaneceram na mesma classe","- Média média","- Permaneceram na mesma classe","- Média média","- Média média"," - Pardo"," - Católica ",". De R$ 2091,00 a R$ 3135,00 (+ de 2SM até 3 SM) ","Sudeste"
"240","-Paraguaçu Paulista ","São Paulo "," - Sim ","- Não ","Masculino",50," - 45 a 54 anos  "," - Ginásio incompleto (até 7ª série do ensino fundamental)"," - Desempregado (não procura emprego) ","NÃO PEA"," - Satisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - NS"," - Confia muito"," - Não confia"," - Confia muito"," - Não confia"," - Não confia"," - Confia muito"," - Não confia"," - Não confia"," - NS","Crise política","Não gosta de jeito nenhum","Gosta muito","5","NS","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Sim","-Busca/PESQUISA no Google (SITES?)"," – Não compareceu/JUSTIFICOU"," - 10 [direita]"," - Não",NA,"Sim "," - PT ","Ótimo"," - deveria continuar no cargo","-Não","Não podem ocorrer em uma democracia "," - Discorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - do governo federal",". Está vivendo normalmente, sem mudar nada na sua rotina"," - Discorda pouco","Mudaram de classe social","- Baixa","Mudaram de classe social","- Baixa","- Baixa"," - Branco"," - Católica ",". De R$ 3136,00 a R$ 5225,00 (+ de 3SM até 5 SM) ","Sudeste"
"241","-Brasília ","Distrito Federal "," - Sim ","- Não ","Masculino",61," - 55 a 64 anos"," - Pós-graduação ou mais"," - Funcionário / Servidor Público","PEA"," - Satisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia muito"," - Confia muito"," - Confia muito"," - NS"," - Confia pouco"," - Não confia"," - Confia mais ou menos"," - Confia mais ou menos"," - Regular "," - Pandemia do novo Corona vírus ","5","2","2","7","7","7","6"," - Não","-Youtube"," – Fernando Haddad"," - 3 ","Sim "," - PT ","Sim "," - MDB (ex-PMDB)"," - Péssimo"," deveria sofrer um impeachment","-Sim ","Não podem ocorrer em uma democracia ","Concorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos",". Saindo de casa só quando é inevitável","Concorda muito","Mudaram de classe social","- Média alta","- Permaneceram na mesma classe","- Média média","- Média média"," - Pardo"," - É ateu/ Agnóstico/ Não acredita em Deus",". De R$ 3136,00 a R$ 5225,00 (+ de 3SM até 5 SM) ","Centro-Oeste"
"242","-Belford Roxo ","Rio de Janeiro "," - Sim ","- Não ","Masculino",45," - 45 a 54 anos  "," - Colegial completo (3ª série do ensino médio)"," - Autônomo / conta própria","PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Sim"," - Não confia"," - Não confia"," - Confia mais ou menos"," - Não confia"," - Não confia"," - Confia mais ou menos"," - Não confia"," - Confia pouco"," - Péssimo"," - Corrupção ","Não gosta de jeito nenhum","8","5","NS","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Sim","-Noticiário da TV ","Jair Bolsonaro"," - 10 [direita]"," - Não",NA,"Sim "," - PT "," - Bom"," - deveria continuar no cargo","-Não"," - É normal que ocorram em uma democracia"," - Discorda pouco",". O SUS tem se saído bem no enfrentamento da pandemia com os recursos que tem e não se justifica um aumento no financi"," - do governo federal",". Saindo de casa só quando é inevitável"," - Discorda muito","- Permaneceram na mesma classe","- Média baixa","- Permaneceram na mesma classe","- Média baixa","- Média baixa"," - Pardo"," - Católica ",". De R$ 3136,00 a R$ 5225,00 (+ de 3SM até 5 SM) ","Sudeste"
"243","-Belford Roxo ","Rio de Janeiro "," - Sim ","- Não ","Masculino",36," – 35 a 44 anos"," - Ginásio completo (8ª série do ensino fundamental)"," - Empregado assalariado com registro em carteira","PEA"," - Satisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Sim"," - Confia pouco"," - Não confia"," - Confia mais ou menos"," - Confia mais ou menos"," - Confia mais ou menos"," - Confia mais ou menos"," - Não confia"," - Confia mais ou menos"," - Regular "," - Saúde, falta de serviço ","Não gosta de jeito nenhum","7","7","5","2","2","2","Sim","-Busca/PESQUISA no Google (SITES?)","Jair Bolsonaro"," - 7 "," - Não",NA," - Não",NA," - Regular","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR","-Sim "," - É normal que ocorram em uma democracia"," - Concorda pouco",". O SUS tem se saído mal no enfrentamento da pandemia e sua continuidade  deveria ser discutida"," - do governo federal",". Saindo de casa só quando é inevitável"," - Discorda pouco","- Permaneceram na mesma classe","- Média baixa","- Permaneceram na mesma classe","- Média baixa","- Média baixa"," Preto"," - Evangélica ",". De R$ 2091,00 a R$ 3135,00 (+ de 2SM até 3 SM) ","Sudeste"
"244","-Belford Roxo ","Rio de Janeiro "," - Sim ","- Não ","Feminino",45," - 45 a 54 anos  "," - Pós-graduação ou mais"," - Funcionário / Servidor Público","PEA"," - Muito insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia muito"," - Confia pouco"," - Confia pouco"," - Confia mais ou menos"," - Confia mais ou menos"," - Não confia"," - Confia muito"," - Não confia"," - Regular "," - Pandemia do novo Corona vírus ","Gosta muito","Não gosta de jeito nenhum","Gosta muito","Não gosta de jeito nenhum","Gosta muito","Gosta muito","Gosta muito"," - Não","-Noticiário da TV "," – Fernando Haddad"," - 1 [esquerda] ","Sim "," - PDT ","Sim "," - PSL "," - Péssimo"," deveria sofrer um impeachment","-Sim "," - É normal que ocorram em uma democracia","Concorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos",". Saindo de casa só quando é inevitável","Concorda muito","Mudaram de classe social","- Média média","Mudaram de classe social","- Média alta","- Média baixa"," - Pardo"," - Evangélica ",". De R$ 3136,00 a R$ 5225,00 (+ de 3SM até 5 SM) ","Sudeste"
